IvsII	IIvsIII	IvsIII	stage8	stage18	stage21	stage25	stage27	stage35	ave	stageSpecific
ENSMUSG00000029775	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000034663	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078695	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040653	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038349	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000086644	1	1	1	0	0	1	0	0	1	1	0
ENSMUSG00000041845	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021792	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005360	0	0	1	1	0	1	0	0	0	1	0
ENSMUSG00000090084	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000064023	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000030554	1	0	1	0	1	0	0	0	1	1	0
ENSMUSG00000030689	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000041773	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094483	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031665	0	0	1	0	0	0	1	0	1	1	0
ENSMUSG00000025323	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000091002	1	0	1	0	0	1	0	0	1	1	0
ENSMUSG00000031565	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111258	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000032009	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024140	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000028527	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000087355	1	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000030499	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007805	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000038347	0	0	1	0	0	1	0	0	1	1	0
ENSMUSG00000026883	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000024521	1	1	0	0	1	0	0	0	0	1	0
ENSMUSG00000036523	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029413	0	0	1	1	1	1	0	0	1	1	0
ENSMUSG00000009566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024304	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045312	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000024134	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000100005	0	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000075266	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032796	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000049939	1	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000041012	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000004791	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000024998	0	0	1	1	0	0	0	0	1	1	0
ENSMUSG00000023224	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000071856	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000034285	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015839	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000056870	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000069769	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039910	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070003	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000039105	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000032802	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000014704	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030946	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000020376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032346	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000034981	1	1	1	0	0	1	1	0	1	1	0
ENSMUSG00000019817	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000060703	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055775	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000035314	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000038721	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000075270	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000055447	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000097558	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000047446	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000062184	0	0	0	0	1	1	0	0	1	0	1
ENSMUSG00000024966	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000030091	0	1	1	1	1	1	0	0	1	1	0
ENSMUSG00000034161	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000073889	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000026080	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039759	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048540	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000026483	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000052033	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034708	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024238	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028073	1	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000033863	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000005370	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052512	0	1	1	0	0	1	1	0	0	1	0
ENSMUSG00000040374	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031483	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097927	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000028036	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027408	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006932	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028184	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000105300	1	0	1	1	1	0	0	0	1	1	0
ENSMUSG00000025017	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000040482	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000105894	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000025161	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000117592	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000024583	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030315	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043301	1	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000039236	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000061462	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000027615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013160	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051041	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000035877	0	0	0	1	1	0	0	0	0	0	1
ENSMUSG00000046323	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000031673	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000047669	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000059493	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000037962	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000032192	0	0	0	1	1	0	0	0	0	0	1
ENSMUSG00000029861	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000017493	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026249	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000113569	1	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000020553	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019843	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038143	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000026643	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039706	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000020183	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000015605	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117653	1	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000049969	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023094	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027195	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044881	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040364	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000022053	1	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000085555	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000045179	1	1	0	0	0	0	0	0	1	1	0
ENSMUSG00000025969	0	0	0	1	0	1	0	0	0	0	1
ENSMUSG00000022537	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000020186	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001687	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042385	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000030605	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058297	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000038416	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038910	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024197	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000030588	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034762	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000031342	1	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000033361	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019312	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000037679	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000018398	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000038550	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000084844	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021474	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062327	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000025577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057751	0	0	1	1	1	0	0	0	1	1	0
ENSMUSG00000087143	0	0	1	1	1	0	0	0	1	1	0
ENSMUSG00000019539	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039683	1	0	1	1	1	0	0	0	1	1	0
ENSMUSG00000055413	1	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000038132	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000045594	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031609	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000022528	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035469	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070691	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000045827	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000030704	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085042	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000042712	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030218	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000001755	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032180	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022797	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000104263	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000030451	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114622	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000039234	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028329	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026509	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000102401	1	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000002602	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000052560	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000063434	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000026810	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016179	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099988	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000085675	1	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000038227	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000079598	1	1	0	0	0	1	0	0	0	1	0
ENSMUSG00000025731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027520	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020834	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027332	0	0	0	1	0	0	1	0	0	0	1
ENSMUSG00000003410	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000020423	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000024758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042453	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000024014	0	0	0	0	1	0	1	0	1	0	1
ENSMUSG00000068923	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000031073	1	1	0	0	0	0	0	0	1	1	0
ENSMUSG00000005892	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000022033	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000033207	1	0	1	1	1	0	0	0	0	1	0
ENSMUSG00000023087	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058246	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000036061	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000027397	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064145	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026939	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000002324	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000022816	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000000690	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000037706	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037313	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035759	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025269	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020629	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026748	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000027009	1	0	1	0	0	1	0	0	1	1	0
ENSMUSG00000059246	1	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000005220	1	0	1	0	1	0	0	1	0	1	0
ENSMUSG00000022048	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020261	0	0	1	1	0	1	0	0	0	1	0
ENSMUSG00000056962	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069805	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000020387	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000040464	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027775	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023868	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022901	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000074825	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035004	1	1	0	0	1	0	0	0	0	1	0
ENSMUSG00000015468	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000028944	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105366	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000024805	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029570	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000027286	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032657	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026014	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000073002	1	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000052713	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028692	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051154	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000063146	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000025130	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071669	1	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000032316	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000001802	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055235	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000031467	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071708	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048027	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000025478	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025491	0	1	1	1	1	1	1	0	1	1	0
ENSMUSG00000007950	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000032377	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000042448	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000036327	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062078	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024286	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043391	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000084331	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000036180	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057143	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000053644	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029603	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000045314	1	0	1	0	0	1	0	0	1	1	0
ENSMUSG00000070462	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017400	1	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000084848	1	1	1	1	0	0	0	0	1	1	0
ENSMUSG00000040759	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000025278	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000039461	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000040158	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026207	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074264	1	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000097709	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034617	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020023	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000029752	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103156	1	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000034610	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025810	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000040731	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006651	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000043017	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000074221	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033949	1	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000022840	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000022262	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000106450	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000044674	0	0	0	0	0	1	1	0	0	0	1
ENSMUSG00000022836	0	0	1	0	0	1	0	0	1	1	0
ENSMUSG00000020407	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000054057	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086152	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000079042	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022235	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021947	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021541	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000009670	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000021071	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031538	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000040717	0	0	1	1	0	0	1	0	0	1	0
ENSMUSG00000002233	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000012282	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004032	0	0	0	0	0	1	0	1	0	0	1
ENSMUSG00000028019	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000024906	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050370	0	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000002944	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000012429	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020251	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000034485	0	0	0	1	0	1	0	0	0	0	1
ENSMUSG00000087213	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017724	0	0	1	1	0	1	1	0	1	1	0
ENSMUSG00000024007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115381	0	0	0	0	1	1	0	0	1	0	1
ENSMUSG00000104786	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000033335	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037169	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000021765	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000016933	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004612	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000002617	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030469	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001100	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021745	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086851	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060402	0	1	1	0	0	1	0	0	1	1	0
ENSMUSG00000032656	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000068744	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036853	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038677	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000031782	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028597	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000047897	0	0	1	1	0	0	0	0	1	1	0
ENSMUSG00000032702	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000048706	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022442	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022367	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000035783	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000031431	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096999	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000039542	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000025871	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027207	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035305	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000051067	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020027	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000025436	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046985	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028039	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000110787	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112532	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087371	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017969	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000001995	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000022054	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000028822	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024236	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000069171	0	0	1	0	1	0	0	0	1	1	0
ENSMUSG00000073633	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000044646	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036356	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022139	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000074766	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000000184	0	0	1	0	1	0	0	1	1	1	0
ENSMUSG00000005103	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000026832	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000049265	0	0	1	1	1	0	0	0	0	1	0
ENSMUSG00000032307	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071984	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000037266	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041598	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109408	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016918	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055866	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021994	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000015656	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087318	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000024940	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000020020	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000014301	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072623	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000058013	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028212	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000024002	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007097	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000086144	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000079659	0	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000103473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022636	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084910	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024431	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037306	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046417	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028076	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000061689	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019763	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108910	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025464	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000027889	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000039037	0	0	0	0	0	0	0	0	0	0	0
